architecture,seed,fold,n_train,n_val,mse,r2,train_mse,gap,epochs_run,best_epoch,early_stopped,mse_HC,mse_NOx,mse_CO2,mse_PM,mse_eta
A2,0,4,28,6,0.019406796241266542,0.7702187003391202,0.016419713629447292,0.00298708261181925,300,300,false,0.008943502897564142,0.015565631152738117,0.025176594951489023,0.026332956903372923,0.021015295301168507
A2,1,0,27,7,0.02226230852367672,0.6467051114897027,0.011600046758997062,0.01066226176467966,300,300,false,0.042260350147375295,0.0035739562534833854,0.008141235096355628,0.021633026815884967,0.035702974305284366
A2,1,1,27,7,0.006010099741190448,0.7576646633206716,0.01570884923391203,-0.009698749492721582,300,300,false,0.0029267947962115376,0.004341469028726639,0.005186696242865619,0.013026502578727487,0.004569036059420964
A2,1,2,27,7,0.028648435747516698,-0.7714650314100306,0.05140279479177413,-0.02275435904425743,81,51,true,0.020973352733040334,0.020095249966641287,0.0628052373056555,0.015327526309363562,0.024040812422882796
A2,1,3,27,7,0.03795574835724385,-0.448679986641737,0.017949865718285378,0.020005882638958472,300,300,false,0.012203588920858766,0.048937776768012815,0.06634046168525984,0.055771562286877664,0.006525352125210188
A2,1,4,28,6,0.20291373116395617,-0.17590797205449427,0.008397825493749466,0.1945159056702067,300,300,false,0.10598184422535233,0.018137173480399674,0.18467797771239616,0.6229499724269641,0.0828216879746683
A2,2,0,27,7,0.011694248045637193,0.845359665649146,0.01298620175065843,-0.0012919537050212378,300,281,false,0.007718888408421442,0.014124964720912733,0.00291640536352867,0.019712607670640904,0.013998374064682214
A2,2,1,27,7,0.015929132141751054,0.7886221501306739,0.012289294953956472,0.003639837187794582,300,300,false,0.04122917092145967,0.003372911106831817,0.0023308773539455355,0.009441918888670593,0.023270782437847654
A2,2,2,27,7,0.011369126466618258,0.6554326001503032,0.017844300270853874,-0.006475173804235616,300,300,false,0.007152402097117773,0.004648593851524228,0.014992912355295833,0.013599562261522858,0.016452161767630587
A2,2,3,27,7,0.03306840760442723,0.20334883692829353,0.034590133444219365,-0.0015217258397921332,101,71,true,0.04032935274696891,0.020615015631519063,0.053565288158930635,0.04241589056481547,0.00841649091990205
A2,2,4,28,6,0.052610718269493,0.5915362889549068,0.008885927682484947,0.04372479058700805,300,300,false,0.03132832487007784,0.008312872358736347,0.011932410430782784,0.19235879828862149,0.019121185399246562
A3,0,0,27,7,0.016980756349045667,0.5980337953746395,0.012557144268657347,0.00442361208038832,300,283,false,0.010688929469410016,0.004547495953867274,0.009929047180616947,0.0455200779636508,0.014218231177683305
A3,0,1,27,7,0.04308916204767135,0.6345493557874216,0.00816872568705927,0.03492043636061208,300,300,false,0.031218983143183315,0.02282475687752744,0.012551334741613086,0.1185367948414505,0.03031394063458245
A3,0,2,27,7,0.030479304807670787,-2.086224273526838,0.04138457596094501,-0.010905271153274224,55,25,true,0.002402943399647879,0.005649161517166928,0.07264647859111194,0.025818235776295283,0.0458797047541319
A3,0,3,27,7,0.017475354545528107,0.7752790181435847,0.011453845906620342,0.006021508638907765,300,300,false,0.0486752893730351,0.0034315033733023094,0.0018356934715405059,0.0064433604598645704,0.02699092604989805
A3,0,4,28,6,0.012850309008528788,0.8478491416968187,0.012501193405932346,0.00034911560259644203,300,291,false,0.008766132074931973,0.008392710136019482,0.005808827977602713,0.02277207178586345,0.018511803068226324
A3,1,0,27,7,0.021063687655035003,0.6657267967611344,0.011454047993726657,0.009609639661308346,300,300,false,0.04008712335708146,0.002921050275286923,0.008831471006384062,0.021062236670991476,0.03241655696543111
A3,1,1,27,7,0.004904855360371248,0.8022296091073624,0.014416446084371993,-0.009511590724000745,266,236,true,0.00318191802066435,0.00360227928662555,0.0011513174967372614,0.013228657286572798,0.0033601047112562852
A3,1,2,27,7,0.03206830888555109,-0.9829315746195157,0.03133378825067622,0.0007345206348748703,60,30,true,0.017871701890211967,0.011451458755306598,0.06605408657870558,0.05362870385032222,0.011335593353209042
A3,1,3,27,7,0.029477348758533316,-0.12507978511760687,0.051643506902092386,-0.02216615814355907,53,23,true,0.009429492272200123,0.08322823581154512,0.03530037225811413,0.010693772868577422,0.008734870582229807
A3,1,4,28,6,0.16692066654053392,0.03267589945864757,0.006426333018936216,0.1604943335215977,300,300,false,0.07331058468299957,0.030040819844891792,0.07951177180409714,0.5894523559907959,0.06228780037988484
A3,2,0,27,7,0.011727613979799578,0.8449184470949762,0.01312757619937488,-0.0013999622195753018,212,182,true,0.007974223393817108,0.012357663726797427,0.0027240103417233382,0.020213096598948942,0.015369075837711077
A3,2,1,27,7,0.01505482904883758,0.8002240570186054,0.012201564036627505,0.0028532650122100756,300,300,false,0.039849937940124425,0.003559875363587197,0.0011539221111136993,0.006362476365672372,0.024347933463690206
A3,2,2,27,7,0.010917159650613498,0.6691304889957097,0.014803786654851494,-0.0038866270042379955,300,300,false,0.006477809272375232,0.003773283965709088,0.011863585765198798,0.015172888374008084,0.017298230875776293
A3,2,3,27,7,0.029826299696526927,0.2814544737805187,0.03221958631054257,-0.0023932866140156453,92,62,true,0.02376737417696597,0.025833839076123487,0.050233810503928424,0.03595882202130236,0.013337652704314388
A3,2,4,28,6,0.051557869707240724,0.5997104870090593,0.009239718829463528,0.0423181508777772,300,300,false,0.029904114394634557,0.007656979316763196,0.008761948905368994,0.19452942384439206,0.01693688207504478
A4,0,0,27,7,0.017362779456493657,0.5889905952118456,0.014276652970812502,0.003086126485681155,300,300,false,0.007768434777242011,0.006211571017121986,0.02232966070903805,0.03400220589049267,0.016502024888573583
A4,0,1,27,7,0.04602516286454038,0.6096483519399489,0.00808191549139968,0.0379432473731407,300,300,false,0.022608623026519913,0.014194378243445938,0.02903222608483384,0.11848697993473542,0.045803607033166764
A4,0,2,27,7,0.02352687802791374,-1.3822466591094593,0.013355615676599738,0.010171262351314,300,300,false,0.013556636676331219,0.002211525215283522,0.055022297052832084,0.01701710854551767,0.0298268226496042
A4,0,3,27,7,0.021234532258937018,0.7269385907989403,0.009150215738893767,0.012084316520043251,300,288,false,0.05042122096459289,0.0049422659763931915,0.0013179945660567855,0.004863949668929582,0.04462723011871263
A4,0,4,28,6,0.017423015673260482,0.7937071562125911,0.011353464223613018,0.0060695514496474645,300,300,false,0.011252534042418308,0.02405525903180761,0.010427478117372026,0.0170838907789975,0.024295916395706964
A4,1,0,27,7,0.020272354134014993,0.6782849772295206,0.009547113668178833,0.01072524046583616,300,300,false,0.05235361739327617,0.0026270281091766426,0.011409232658026002,0.016498755524522433,0.01847313698507371
